time_sec,13.0Hz,14.0Hz,15.0Hz,16.0Hz,17.0Hz,18.0Hz,19.0Hz,20.0Hz,21.0Hz,22.0Hz,23.0Hz,24.0Hz,25.0Hz,26.0Hz,27.0Hz,28.0Hz,29.0Hz,30.0Hz
-7.500000000000000000e-01,1.585794049892742807e-02,1.276298592286237987e-01,1.996040487207813574e-01,2.153688178381386042e-01,2.312782978911894494e-01,1.691834898187457702e-03,1.629614637342237937e-01,4.152465414682217359e-02,5.988151994706628067e-02
-6.999999999999999556e-01,4.285070077611662087e-02,1.369995270882398697e-01,2.060941563162440315e-01,1.999740601789950778e-01,2.837111598409962632e-01,9.574086162693605517e-02,2.045824796046045169e-01,2.898952394498268553e-02,2.868897094956102036e-03
-6.499999999999999112e-01,1.140881182948215444e-01,1.317908887571187793e-01,2.709427233298269955e-01,1.808342526245206028e-01,2.500799339455416215e-01,1.302948348925812017e-01,1.680629373744872146e-01,3.867690000223911878e-02,1.080120625769856596e-01
-5.999999999999998668e-01,1.455679945600285297e-01,9.891285703761974746e-02,3.116473673001768918e-01,2.085384927011667000e-01,1.522429477410201515e-01,6.126061413877048611e-02,1.247942176089435751e-01,4.261711575178957212e-02,1.047956092824046254e-01
-5.499999999999998224e-01,1.163730438822341701e-01,9.711703279310958392e-02,2.600594051681052177e-01,2.537936173667581508e-01,3.856682525560183733e-02,8.928891237224201652e-03,9.842213251241212213e-02,7.372841387793931112e-02,1.909645194952211064e-02
-4.999999999999997780e-01,1.315426133925946539e-01,1.083965517562295172e-01,1.223960400429972423e-01,2.370255318727757243e-01,6.602981832516960359e-02,5.127232884812654712e-02,8.676794280232832945e-02,7.177812138786471285e-02,3.597908186819968705e-03
-4.499999999999997335e-01,2.187693193089772226e-01,1.009717442589386782e-01,5.557036035086472536e-02,1.196622616074506512e-01,1.138739644758331032e-01,1.784801056201443248e-01,7.738524705576874108e-02,6.283944983763069259e-02,9.912115791339446216e-03
-3.999999999999996891e-01,2.818660205874354285e-01,2.141521609714262114e-02,1.789486378482996742e-01,1.804129381078958816e-02,3.658551395904242193e-02,2.602162894351646161e-01,6.751291396037975567e-02,7.245077054705910402e-02,7.210316521019538571e-02
-3.499999999999996447e-01,2.387237501778154691e-01,1.016503874197445950e-01,2.255516779811064521e-01,9.564847373609801362e-02,6.746651540737037822e-02,1.597513192506269664e-01,2.954286302605323503e-02,8.633409154366594729e-02,1.229987253697027161e-01
-2.999999999999996003e-01,1.131132982360722600e-01,1.615426601264675910e-01,2.078386393276551170e-01,1.107788738361062258e-01,1.151590177823751115e-01,9.464066742878475547e-02,5.876702674185400876e-02,1.001187228609873026e-01,1.019146006263417364e-01
-2.499999999999995559e-01,3.586406187828750699e-03,1.453433265312801537e-01,1.403688111773216951e-01,6.530370363136876743e-02,1.076029791627038656e-01,3.146655167527248054e-01,1.588343615516419616e-01,1.362535704961655436e-01,1.555926063946798735e-02
-1.999999999999995115e-01,1.172767966497779459e-02,1.042051781700663038e-01,5.626378096947284163e-02,1.469102857638291543e-02,7.892378375522213219e-02,3.630721866456626534e-01,2.446915465304991821e-01,1.366242507547079932e-01,6.268839699599700055e-02
-1.499999999999994671e-01,9.878196619305611159e-02,2.393013337110387606e-02,5.406543086058226977e-02,2.106576039357996311e-02,3.143594560260105225e-02,2.672643778446047169e-01,2.711061839297334020e-01,7.136613412428113867e-02,8.650352044515871586e-02
-9.999999999999942268e-02,1.733255177173280148e-01,1.250997014761527637e-01,1.006677973429924294e-01,9.488771393934918030e-02,3.398978900920986840e-02,1.484566839650743320e-01,1.472856847593106699e-01,8.538220352803020316e-03,4.758592383717336755e-02
-4.999999999999937828e-02,2.270595156760228939e-01,2.731656599476339209e-01,8.339201419492575651e-02,1.567879427005328119e-01,1.294691758546285265e-01,8.218411362210642501e-02,3.699934777207140868e-03,3.398495179113985437e-02,4.634630244273476815e-04
6.661338147750939243e-16,2.448645950379761960e-01,3.370846292495893182e-01,4.571682737646797640e-02,1.655971705414712447e-01,2.158590433396958275e-01,9.944025537963167849e-02,2.107477197120814078e-02,6.659872480114711890e-02,3.040517656309622840e-02
5.000000000000071054e-02,1.968979721932290483e-01,3.636083782271408715e-01,1.858699522124203085e-01,1.034409057054260922e-01,2.785472865197005654e-01,1.101532538631136149e-01,1.662487730954510454e-02,8.572978860524103906e-02,7.745730008375069364e-02
1.000000000000007550e-01,1.282422005917677188e-01,3.848294214908986044e-01,2.623286268495307882e-01,1.970024277953550881e-02,2.628909313080484700e-01,7.205922347676964324e-02,4.390381765406423109e-02,1.012327656896800238e-01,1.277142623147431155e-01
